,Incident Datetime,Incident Description,Analysis Neighborhood,Intersection,Latitude,Longitude
3147,2020/08/24 10:30:00 PM,"Vehicle, Stolen, Auto",Outer Richmond,BALBOA ST \ 27TH AVE,37.776203750754846,-122.48660308177307
3156,2020/08/19 10:00:00 AM,"Vehicle, Stolen, Motorcycle",Bernal Heights,ESMERALDA AVE \ PROSPECT AVE,37.743680676424304,-122.41855384073831
3164,2020/08/20 06:00:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,CLAYTON ST \ HAYES ST,37.77352485056589,-122.44932587567995
3165,2020/08/23 10:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,LINDSAY CIR \ LA SALLE AVE,37.73493313717421,-122.38606720211365
3167,2020/08/23 05:00:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,STEINER ST \ FELL ST,37.774692659698076,-122.43264862280407
3184,2020/08/24 08:47:00 PM,"Vehicle, Stolen, Auto",Tenderloin,HYDE ST \ OFARRELL ST,37.785375973886424,-122.41625970692007
3186,2020/08/23 09:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,20TH ST \ TEXAS ST,37.760084170405456,-122.39531516822399
3192,2020/08/24 10:00:00 PM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,THORNTON AVE \ NEPTUNE ST,37.73131351781442,-122.39685673024277
3202,2020/08/19 07:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,MISSION ST \ MORSE ST \ WHITTIER ST,37.71037270714417,-122.44837696320948
3205,2020/08/23 09:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,PINE ST \ JONES ST,37.79046311384933,-122.4139158806857
3218,2020/08/23 07:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,KINGSTON ST \ PROSPECT AVE,37.740956354282865,-122.42038242384399
3234,2020/08/03 11:00:00 PM,"Vehicle, Stolen, Auto",Marina,LOMBARD ST \ PIERCE ST,37.799425310948905,-122.4393366547218
3237,2020/08/22 08:15:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,SPEAR ST \ HARRISON ST,37.78883777870189,-122.38942894299095
3247,2020/08/20 07:00:00 AM,"Vehicle, Stolen, Other Vehicle",Bayview Hunters Point,NEWCOMB AVE \ BARNEVELD AVE,37.74312376235638,-122.40327519404316
3254,2020/08/24 08:00:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,RAYMOND AVE \ DELTA ST,37.71379842575036,-122.40919390450412
3259,2020/08/26 01:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,18TH ST \ DIAMOND ST,37.76075810695455,-122.43719062847192
3270,2020/08/26 06:30:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,PINE ST \ OCTAVIA ST,37.78878689392044,-122.4270596732852
3286,2020/08/27 07:45:00 AM,"Vehicle, Stolen, Auto",Mission Bay,04TH ST \ LONG BRIDGE ST,37.773466920607476,-122.39143433652146
3297,2020/08/23 09:00:00 AM,"Vehicle, Stolen, Motorcycle",Russian Hill,VAN NESS AVE \ UNION ST,37.79855245267023,-122.42398214567396
3317,2020/08/23 09:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,20TH ST \ TEXAS ST,37.760084170405456,-122.39531516822399
3326,2020/08/18 12:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,MONCADA WAY \ CERRITOS AVE,37.72630001065967,-122.46918552666409
3327,2020/08/26 06:00:00 PM,"Vehicle, Stolen, Other Vehicle",,,,
3349,2020/08/26 10:30:00 PM,"Vehicle, Stolen, Motorcycle",Marina,BAY ST \ DIVISADERO ST,37.80183837961833,-122.44322349782564
3355,2020/08/26 06:50:00 PM,"Vehicle, Stolen & Recovered",Russian Hill,JANSEN ST \ LOMBARD ST,37.80272518130627,-122.41386085278359
3361,2020/08/26 03:54:00 PM,"Vehicle, Stolen, Auto",Mission,SOUTH VAN NESS AVE \ PLUM ST,37.770876469287494,-122.41802892099079
3374,2020/08/25 12:54:00 PM,"Vehicle, Stolen, Other Vehicle",Hayes Valley,HICKORY ST \ WEBSTER ST,37.77464892346568,-122.42927263064112
3375,2020/08/25 09:00:00 PM,"Vehicle, Stolen, Auto",Presidio,BOWLEY ST \ LINCOLN BLVD \ PERSHING DR,37.792350945370934,-122.48100970329548
3394,2020/08/27 06:12:00 AM,"Vehicle, Stolen & Recovered",Tenderloin,GEARY ST \ HYDE ST,37.78631021732119,-122.41644912401848
3425,2020/08/25 11:00:00 PM,"Vehicle, Stolen, Motorcycle",Hayes Valley,HAYES ST \ LAGUNA ST,37.77646430525107,-122.42626334607084
3441,2020/08/25 10:00:00 PM,"Vehicle, Stolen, Motorcycle",Sunset/Parkside,21ST AVE \ RIVERA ST,37.74668525197853,-122.47809442650198
3477,2020/08/26 07:00:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,BALBOA ST \ GREAT HWY,37.77507596005672,-122.51129492624534
3487,2020/08/26 08:30:00 AM,"Vehicle, Stolen, Other Vehicle",Mission,25TH ST \ FLORIDA ST,37.751145046998865,-122.40991440297913
3488,2020/08/26 10:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,JONES ST \ BROADWAY,37.79680450254801,-122.41519297324704
3490,2020/07/04 01:00:00 PM,"Vehicle, Stolen, Motorcycle",North Beach,FILBERT ST \ KEARNY ST,37.80176630040762,-122.4062868878345
3500,2020/08/25 08:00:00 AM,"Vehicle, Stolen, Truck",Western Addition,MCALLISTER ST \ WEBSTER ST,37.77885092723128,-122.43004726647476
3507,2020/08/22 01:30:00 PM,"Vehicle, Stolen & Recovered",Tenderloin,OFARRELL ST \ JONES ST,37.78578958358186,-122.41296966814406
3529,2020/08/25 09:30:00 PM,"Vehicle, Stolen, Auto",Glen Park,ARBOR ST \ HILIRITAS AVE,37.73721482705939,-122.43762196946388
3539,2020/08/26 06:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,GREAT HWY \ KIRKHAM ST \ LA PLAYA,37.758414452706255,-122.50911129148426
3556,2020/08/25 06:30:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,PAGE ST \ LYON ST,37.77157103671907,-122.44218788158264
3559,2020/08/26 01:00:00 PM,"Vehicle, Stolen, Other Vehicle",Castro/Upper Market,MARKET ST \ 16TH ST \ NOE ST,37.76419571221531,-122.4330744722702
3574,2020/07/31 10:00:00 AM,"Vehicle, Stolen & Recovered",Sunset/Parkside,20TH AVE \ WAWONA ST,37.737407341045724,-122.4763682713694
3597,2020/08/25 12:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,CALIFORNIA ST \ LEAVENWORTH ST,37.791206308013436,-122.41575019861662
3608,2020/08/26 06:50:00 PM,"Vehicle, Stolen & Recovered",Russian Hill,JANSEN ST \ LOMBARD ST,37.80272518130627,-122.41386085278359
3633,2020/08/25 10:00:00 PM,"Vehicle, Stolen, Truck",Outer Richmond,31ST AVE \ CABRILLO ST,37.77414298389183,-122.49075170706043
3635,2020/08/26 08:00:00 PM,"Vehicle, Stolen & Recovered",Excelsior,CRAUT ST \ MAYNARD ST,37.7292836709621,-122.42826844907455
3639,2020/08/25 07:50:00 PM,"Vehicle, Stolen, Truck",Mission,VALENCIA ST \ MCCOPPIN ST,37.77159510239282,-122.42252634633257
3650,2020/08/25 09:00:00 AM,"Vehicle, Stolen, Motorcycle",Nob Hill,TAYLOR ST \ FALLON PL,37.79765522600921,-122.41368277449386
3658,2020/08/26 01:00:00 AM,"Vehicle, Stolen, Other Vehicle",Marina,BAY ST \ DIVISADERO ST,37.80183837961833,-122.44322349782564
3660,2020/08/27 07:50:00 AM,"Vehicle, Stolen, Auto",Marina,DIVISADERO ST \ NORTH POINT ST,37.80277413792177,-122.44341350961771
3677,2020/08/26 06:00:00 PM,"Vehicle, Stolen, Other Vehicle",Presidio Heights,CALIFORNIA ST \ LAUREL ST,37.78683765787841,-122.45011844327853
3683,2020/08/26 03:30:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,SUNNYDALE AVE \ PEABODY ST,37.70959004083106,-122.40773363150836
3826,2020/08/26 08:30:00 AM,"Vehicle, Stolen, Truck",South of Market,CLARA ST \ 06TH ST,37.77769965850785,-122.4046055071112
3837,2020/08/26 05:21:00 PM,"Vehicle, Stolen & Recovered",Russian Hill,JANSEN ST \ LOMBARD ST,37.80272518130627,-122.41386085278359
3881,2020/08/27 06:00:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,GEARY BLVD \ WOOD ST,37.782314373213396,-122.44907940590281
3898,2020/08/26 11:01:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,19TH ST \ DOLORES ST,37.75982961249056,-122.42592030312977
3930,2020/08/28 04:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,REVERE AVE \ JENNINGS ST,37.72954271057539,-122.38641847685012
3941,2020/08/28 12:01:00 AM,"Vehicle, Stolen, Truck",Oceanview/Merced/Ingleside,STANLEY ST \ ORIZABA AVE,37.712523033017604,-122.46258065937073
3968,2020/08/28 01:30:00 PM,"Vehicle, Stolen, Auto",Tenderloin,LARKIN ST \ GOLDEN GATE AVE,37.78144749392477,-122.41714561338313
3975,2020/08/23 08:00:00 PM,"Vehicle, Stolen, Motorcycle",Western Addition,STEINER ST \ ELLIS ST,37.78215090950007,-122.43416177548357
3987,2020/08/28 04:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,REVERE AVE \ JENNINGS ST,37.72954271057539,-122.38641847685012
3996,2020/08/27 08:00:00 PM,"Vehicle, Stolen, Auto",Marina,AVILA ST \ CAPRA WAY,37.80261861172861,-122.4407800730858
4006,2020/08/21 10:00:00 PM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,HARNEY WAY \ JAMESTOWN AVE,37.71116107664349,-122.38645191189221
4027,2020/08/28 02:20:00 AM,"Vehicle, Stolen, Auto",Portola,BACON ST \ HAMILTON ST,37.726083693335056,-122.40952686625609
4079,2020/08/28 02:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,SACRAMENTO ST \ CUSHMAN ST,37.79264824814229,-122.41190047021072
4096,2020/08/27 06:54:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,MONO ST \ EAGLE ST,37.758498878944756,-122.44351297917187
4106,2020/08/28 01:34:00 AM,"Vehicle, Stolen & Recovered",Mission,22ND ST \ MISSION ST,37.75543693568604,-122.41874757531653
4136,2020/08/27 08:00:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,CALIFORNIA ST \ PRESIDIO AVE,37.78726185246508,-122.44679278091652
4150,2020/08/27 06:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,GILMAN AVE \ INGALLS ST,37.72034909845265,-122.39187034373477
4175,2020/08/28 04:45:00 PM,"Vehicle, Stolen, Other Vehicle",Hayes Valley,LAGUNA ST \ HAIGHT ST,37.772734311063964,-122.42551205721273
4191,2020/08/28 06:20:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,TURK BLVD \ ROSSI AVE,37.77749934382879,-122.45605066362907
4233,2020/08/28 08:28:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,UNDERWOOD AVE \ LANE ST,37.7297855541108,-122.39185242082758
4235,2020/08/28 07:00:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,WILDE AVE \ DELTA ST,37.7178199460474,-122.40727155053213
4246,2020/08/28 09:00:00 PM,"Vehicle, Stolen & Recovered",Portola,GIRARD ST \ MANSELL ST,37.72127745117722,-122.40205647302722
4263,2020/08/20 07:00:00 PM,"Vehicle, Stolen, Motorcycle",Haight Ashbury,COLE ST \ PARNASSUS AVE,37.76486645225181,-122.44976971472343
4291,2020/08/28 01:00:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,WALLER ST \ CASTRO ST \ DIVISADERO ST,37.77034289571427,-122.43684894391843
4305,2020/08/29 12:00:00 AM,"Vehicle, Stolen, Auto",,,,
4307,2020/08/27 09:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,BOSWORTH ST \ MISSION ST \ MURRAY ST,37.73367501603134,-122.42639116629013
4312,2020/08/26 09:00:00 AM,"Vehicle, Stolen, Truck",Outer Richmond,GEARY BLVD \ 16TH AVE,37.780528533424686,-122.47508358219605
4317,2020/08/29 10:15:00 PM,"Vehicle, Stolen, Truck",Western Addition,FILLMORE ST \ TURK ST,37.78049625961115,-122.43214039079035
4325,2020/08/24 04:00:00 PM,"Vehicle, Stolen, Motorcycle",South of Market,04TH ST \ BLUXOME ST,37.777698419533344,-122.39574395575234
4344,2020/08/29 11:00:00 AM,"Vehicle, Stolen, Auto",South of Market,BOARDMAN PL \ BRYANT ST,37.7751608100771,-122.40363551943442
4356,2020/08/28 03:00:00 PM,"Vehicle, Stolen, Truck",Portola,WOOLSEY ST \ GOETTINGEN ST,37.72446069330615,-122.40557161376506
4357,2020/08/25 10:00:00 AM,"Vehicle, Stolen, Auto",Lone Mountain/USF,SHRADER ST \ FELL ST,37.772189171752466,-122.45243746396154
4359,2020/08/28 07:00:00 PM,"Vehicle, Stolen, Truck",Visitacion Valley,ARLETA AVE \ RUTLAND ST,37.71390066541303,-122.40676652523432
4365,2020/08/29 12:01:00 AM,"Vehicle, Stolen, Truck",Mission,21ST ST \ ALABAMA ST,37.75748490120071,-122.41142437143392
4371,2020/08/29 03:30:00 PM,"Vehicle, Stolen, Auto",Marina,OCTAVIA ST \ LOMBARD ST,37.80067840662268,-122.42947088544138
4377,2020/08/28 09:00:00 PM,"Vehicle, Stolen & Recovered",Financial District/South Beach,BEALE ST \ BRYANT ST \ DELANCEY ST,37.786223776271626,-122.38963664128408
4427,2020/08/29 09:30:00 AM,"Vehicle, Stolen, Truck",Inner Richmond,BALBOA ST \ FUNSTON AVE,37.7768925552531,-122.4715059956295
4430,2020/08/29 03:40:00 PM,"Vehicle, Stolen, Auto",Western Addition,FILLMORE ST \ TURK ST,37.78049625961115,-122.43214039079035
4435,2020/08/29 06:30:00 AM,"Vehicle, Stolen, Auto",Castro/Upper Market,MARKET ST \ 16TH ST \ NOE ST,37.76419571221531,-122.4330744722702
4437,2020/08/27 09:00:00 AM,"Vehicle, Stolen, Auto",Outer Mission,OTSEGO AVE \ SANTA YNEZ AVE,37.72468140818477,-122.4403165029672
4445,2020/08/16 02:00:00 PM,"Vehicle, Stolen, Auto",Mission,FAIR OAKS ST \ 25TH ST,37.75030448249355,-122.4238298520546
4448,2020/08/28 08:30:00 PM,"Vehicle, Stolen, Truck",,,,
4465,2020/08/28 08:00:00 PM,"Vehicle, Stolen, Truck",Excelsior,ATHENS ST \ MADISON ST,37.72820672068946,-122.42350866976491
4470,2020/08/28 07:00:00 PM,"Vehicle, Stolen, Auto",Mission,19TH ST \ MISSION ST,37.760235354071796,-122.41920604493744
4484,2020/07/31 12:00:00 AM,"Vehicle, Stolen, Auto",Western Addition,FILLMORE ST \ ELLIS ST,37.78234963425061,-122.4325153846686
4496,2020/08/21 12:00:00 PM,"Vehicle, Stolen, Other Vehicle",Golden Gate Park,FULTON ST \ 05TH AVE,37.773759750936534,-122.46268379719764
4518,2020/08/29 06:15:00 PM,"Vehicle, Stolen & Recovered",Inner Sunset,JUDAH ST \ 11TH AVE,37.76208111190685,-122.4683210063538
4563,2020/08/30 10:00:00 AM,"Vehicle, Stolen, Auto",,,,
4567,2020/08/28 10:00:00 PM,"Vehicle, Stolen, Auto",South of Market,MINNA ST \ RUSS ST,37.779657751274826,-122.40928340438032
4592,2020/08/27 06:00:00 AM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,TENNESSEE ST \ CESAR CHAVEZ ST,37.75020597412777,-122.38850773068529
4610,2020/08/23 06:00:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,HYDE ST \ CLAY ST,37.79280364243196,-122.41775911968622
4619,2020/08/29 07:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,MAYNARD ST \ CONGDON ST,37.7293969813444,-122.42602470591173
4644,2020/08/29 04:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,SACRAMENTO ST \ DIVISADERO ST,37.788995258643354,-122.44062361999508
4651,2020/08/29 07:00:00 PM,"Vehicle, Stolen, Auto",Noe Valley,30TH ST \ DOLORES ST,37.74223630077866,-122.42423327853184
4677,2020/08/26 12:00:00 PM,"Vehicle, Stolen, Motorcycle",Western Addition,PIERCE ST \ MCALLISTER ST,37.77821277086995,-122.43505239147957
4708,2020/08/29 10:45:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,FOERSTER ST \ HEARST AVE,37.73069018829025,-122.44886045694412
4756,2020/08/30 03:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,DOLORES ST \ 15TH ST,37.76626792151857,-122.42653846603581
4761,2020/08/31 12:18:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,PAUL AVE \ CRANE ST,37.72324238965381,-122.39921440825759
4825,2020/08/30 03:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,JUDAH ST \ 43RD AVE,37.76056653206501,-122.502712988963
4837,2020/08/30 08:00:00 PM,"Vehicle, Stolen, Auto",McLaren Park,WAYLAND ST \ CAMBRIDGE ST,37.72282484699548,-122.41691725071894
4876,2020/08/25 07:00:00 PM,"Vehicle, Stolen & Recovered",Bayview Hunters Point,GOULD ST \ SALINAS AVE,37.721143236656744,-122.39832598391905
4878,2020/08/30 03:45:00 PM,"Vehicle, Stolen, Auto",Lone Mountain/USF,STANYAN ST \ GOLDEN GATE AVE,37.77702624890599,-122.45512387274256
4886,2020/08/29 08:00:00 AM,"Vehicle, Stolen, Truck",Oceanview/Merced/Ingleside,GRAFTON AVE \ LEE AVE,37.72003819069551,-122.45409616263056
4927,2020/08/28 03:30:00 PM,"Vehicle, Stolen & Recovered",Noe Valley,23RD ST \ DOLORES ST,37.75343159040422,-122.42530261751959
5016,2020/08/31 08:00:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,FULTON ST \ LA PLAYA,37.77139603094359,-122.50989475109743
5018,2020/08/26 10:00:00 AM,"Vehicle, Stolen, Truck",Seacliff,29TH AVE \ LAKE ST,37.78508801186484,-122.48939150190027
5021,2020/08/29 09:00:00 PM,"Vehicle, Stolen & Recovered",,,,
5032,2020/08/30 07:00:00 PM,"Vehicle, Stolen, Truck",Mission,VALENCIA ST \ 17TH ST,37.7632997673923,-122.42173152253879
5066,2020/08/31 05:40:00 PM,"Vehicle, Stolen, Auto",Noe Valley,CLIPPER ST \ CASTRO ST,37.748895971062346,-122.43385110439293
5071,2020/08/31 08:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,JUSTIN DR \ END,37.73243322137778,-122.4219643092863
5100,2020/08/31 05:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,RANKIN ST \ INNES AVE,37.74265137802863,-122.3945891729007
5127,2020/08/15 08:00:00 AM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,SHAFTER AVE \ LANE ST,37.73103714598506,-122.3907270848595
5137,2020/08/31 11:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,23RD ST \ KANSAS ST,37.754512119206574,-122.40255751087842
5191,2020/08/30 06:00:00 PM,"Vehicle, Stolen, Auto",Mission,23RD ST \ ALABAMA ST,37.75428676962897,-122.411120125642
5256,2020/08/31 10:45:00 PM,"Vehicle, Stolen, Truck",Portola,WOOLSEY ST \ DARTMOUTH ST,37.72317282734972,-122.41050010355778
5259,2020/08/31 08:00:00 AM,"Vehicle, Stolen, Auto",Outer Richmond,FULTON ST \ LA PLAYA,37.77139603094359,-122.50989475109743
5267,2020/09/01 08:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,LIEBIG ST \ DE LONG ST \ SAN JOSE AVE,37.709539891678034,-122.45767030673143
5343,2020/08/31 08:30:00 PM,"Vehicle, Stolen, Attempted",South of Market,CLEMENTINA ST \ 09TH ST,37.774199654706024,-122.41217011243195
5347,2020/08/31 08:30:00 PM,"Vehicle, Stolen, Motorcycle",Inner Sunset,AERIAL WAY \ 14TH AVE,37.75237585516161,-122.47067973698209
5371,2020/08/30 07:00:00 PM,"Vehicle, Stolen, Other Vehicle",Presidio Heights,CHERRY ST \ SACRAMENTO ST,37.7869282182879,-122.45687452067516
5378,2020/08/31 10:00:00 PM,"Vehicle, Stolen, Auto",Mission,18TH ST \ LAPIDGE ST,37.761650219173276,-122.42241142068323
5383,2020/08/31 04:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,48TH AVE \ JUDAH ST,37.760329815403146,-122.50806756135736
5389,2020/09/01 07:00:00 AM,"Vehicle, Stolen & Recovered",Chinatown,AUGUST ALY \ GREEN ST,37.79920241018982,-122.41143925850365
5400,2020/08/31 02:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,LAGUNA ST \ WASHINGTON ST,37.7922168970149,-122.4294471932749
5416,2020/08/31 06:00:00 PM,"Vehicle, Stolen, Auto",Russian Hill,VALLEJO ST \ POLK ST,37.79689974673389,-122.42196091177799
5469,2020/09/02 05:39:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,FILLMORE ST \ HAIGHT ST,37.77210825726729,-122.430433919088
5471,2020/09/01 08:59:00 PM,"Vehicle, Stolen, Truck",Lone Mountain/USF,COLE ST \ HAYES ST,37.77331564418484,-122.45097375506296
5490,2020/08/28 11:00:00 AM,"Vehicle, Stolen, Auto",Outer Mission,ONONDAGA AVE \ ALEMANY BLVD,37.721626383228504,-122.43864176135719
5510,2020/08/25 05:08:00 PM,"Vehicle, Stolen, Other Vehicle",Mission,VALENCIA ST \ MCCOPPIN ST,37.77159510239282,-122.42252634633257
5515,2020/09/01 07:30:00 PM,"Vehicle, Stolen, Auto",Visitacion Valley,LELAND AVE \ LOEHR ST,37.71406318371137,-122.41296013743606
5516,2020/07/21 05:10:00 AM,"Vehicle, Stolen, Other Vehicle",Tenderloin,LEAVENWORTH ST \ OFARRELL ST,37.785582473554015,-122.41461720882928
5524,2020/09/02 08:00:00 AM,"Vehicle, Stolen, Auto",Tenderloin,POLK ST \ OLIVE ST,37.78450084289595,-122.41945454389608
5542,2020/09/02 01:45:00 PM,"Vehicle, Stolen, Auto",Tenderloin,POLK ST \ OLIVE ST,37.78450084289595,-122.41945454389608
5555,2020/09/02 12:54:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,03RD ST \ CUSTER AVE,37.744259405784504,-122.38737260846695
5556,2020/09/01 07:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,DRUMMOND ALY \ QUINT ST,37.737468233958616,-122.39623174627475
5560,2020/09/01 04:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,HYDE ST \ BUSH ST,37.78911017482987,-122.41701687926658
5573,2020/09/01 08:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,VAN NESS AVE \ SACRAMENTO ST,37.791288890311634,-122.4225149453702
5605,2020/09/01 04:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,BOUTWELL ST \ INDUSTRIAL ST \ LOOMIS ST,37.738321361154526,-122.40564673809936
5633,2020/09/01 05:00:00 PM,"Vehicle, Stolen, Other Vehicle",Outer Mission,SANTA YSABEL AVE \ DELANO AVE,37.72768965173317,-122.43968067150105
5649,2020/08/31 04:00:00 PM,"Vehicle, Stolen, Truck",Outer Mission,WATTSON PL \ RUTH ST,37.72347948556501,-122.43716183523745
5664,2020/08/31 04:03:00 PM,"Vehicle, Stolen, Other Vehicle",Mission,VALENCIA ST \ MCCOPPIN ST,37.77159510239282,-122.42252634633257
5707,2020/09/02 08:27:00 AM,"Vehicle, Stolen, Truck",Glen Park,ARLINGTON ST \ MATEO ST,37.735857450350814,-122.4284292286722
5714,2020/09/02 03:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,ELM ST \ GOUGH ST,37.78107768298222,-122.42382522763069
5717,2020/09/02 02:00:00 PM,"Vehicle, Stolen, Auto",Nob Hill,POST ST \ MASON ST,37.78808218625765,-122.41005693097291
5748,2020/09/01 06:00:00 PM,"Vehicle, Stolen, Truck",West of Twin Peaks,FOERSTER ST \ FLOOD AVE,37.72988230679238,-122.44885495337908
5766,2020/08/31 09:00:00 PM,"Vehicle, Stolen, Auto",Glen Park,ARLINGTON ST \ HIGHLAND AVE,37.73775377835136,-122.42551025258072
5777,2020/09/01 01:00:00 PM,"Vehicle, Stolen, Truck",Castro/Upper Market,19TH ST \ CHURCH ST,37.75969162177683,-122.42820232430206
5795,2020/09/01 05:00:00 PM,"Vehicle, Stolen, Truck",Castro/Upper Market,19TH ST \ CASTRO ST,37.75928916994242,-122.43485368203896
5810,2020/09/01 06:30:00 AM,"Vehicle, Stolen, Auto",Hayes Valley,HAIGHT ST \ BUCHANAN ST,37.77252491645275,-122.42715844658295
5814,2020/09/01 05:00:00 PM,"Vehicle, Stolen, Motorcycle",Hayes Valley,CHURCH ST \ HERMANN ST,37.77035061756687,-122.42922462065675
5815,2020/09/01 04:30:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,FOLSOM ST \ POWHATTAN AVE,37.74147357072831,-122.4132129454893
5818,2020/08/30 11:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,FERN ST \ FRANKLIN ST,37.78780520804034,-122.42349797394562
5821,2020/09/01 06:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,MENDELL ST \ MCKINNON AVE,37.73585632338393,-122.38921984741468
5829,2020/09/03 11:00:00 AM,"Vehicle, Stolen, Motorcycle",Tenderloin,ELLIS ST \ HYDE ST,37.78444884061359,-122.41607173623363
5838,2020/09/02 10:00:00 PM,"Vehicle, Stolen, Truck",Bayview Hunters Point,VAN DYKE AVE \ INGALLS ST,37.72598566549406,-122.38680010758642
5892,2020/09/03 07:00:00 PM,"Vehicle, Stolen, Motorcycle",Nob Hill,CLAY ST \ LEAVENWORTH ST,37.7930136072549,-122.41611301730221
5900,2020/09/03 07:00:00 PM,"Vehicle, Stolen, Auto",Portola,FELTON ST \ GOETTINGEN ST,37.72926125620521,-122.40756041806299
5916,2020/09/03 12:00:00 PM,"Vehicle, Stolen, Auto",Inner Richmond,CLEMENT ST \ 06TH AVE,37.782939932945105,-122.46442502609423
5959,2020/09/02 10:00:00 AM,"Vehicle, Stolen, Auto",Outer Mission,SENECA AVE \ ALEMANY BLVD,37.71863405495245,-122.44131776584959
5967,2020/09/03 05:50:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,PINE ST \ MONTGOMERY ST,37.79189893804923,-122.40257133181605
